Hero,Anti-Mage,Axe,Bane,Bloodseeker,Crystal Maiden,Drow Ranger,Earthshaker,Juggernaut,Mirana,Morphling,Shadow Fiend,Phantom Lancer,Puck,Pudge,Razor,Sand King,Storm Spirit,Sven,Tiny,Vengeful Spirit,Windranger,Zeus,Kunkka,Lina,Lion,Shadow Shaman,Slardar,Tidehunter,Witch Doctor,Lich,Riki,Enigma,Tinker,Sniper,Necrophos,Warlock,Beastmaster,Queen of Pain,Venomancer,Faceless Void,Wraith King,Death Prophet,Phantom Assassin,Pugna,Templar Assassin,Viper,Luna,Dragon Knight,Dazzle,Clockwerk,Leshrac,Nature's Prophet,Lifestealer,Dark Seer,Clinkz,Omniknight,Enchantress,Huskar,Night Stalker,Broodmother,Bounty Hunter,Weaver,Jakiro,Batrider,Chen,Spectre,Ancient Apparition,Doom,Ursa,Spirit Breaker,Gyrocopter,Alchemist,Invoker,Silencer,Outworld Destroyer,Lycan,Brewmaster,Shadow Demon,Lone Druid,Chaos Knight,Meepo,Treant Protector,Ogre Magi,Undying,Rubick,Disruptor,Nyx Assassin,Naga Siren,Keeper of the Light,Io,Visage,Slark,Medusa,Troll Warlord,Centaur Warrunner,Magnus,Timbersaw,Bristleback,Tusk,Skywrath Mage,Abaddon,Elder Titan,Legion Commander,Techies,Ember Spirit,Earth Spirit,Underlord,Terrorblade,Phoenix,Oracle,Winter Wyvern,Arc Warden,Monkey King,Dark Willow,Pangolier,Grimstroke,Hoodwink,Void Spirit,Snapfire,Mars,Ringmaster,Dawnbreaker,Marci,Primal Beast,Muerta,Kez
Monkey King,0.8087306,0.44276544,0.39507553,0.67263985,0.3135754,0.7074053,0.73865294,0.7196382,0.5273907,0.75537115,0.76034474,0.68726575,0.67380637,0.6400181,0.5642495,0.5941354,0.7192616,0.74007213,0.85445875,0.4633415,0.57071114,0.48689213,0.57954013,0.7216655,0.41989592,0.38810456,0.54601455,0.46386462,0.45616418,0.27680802,0.7385977,0.44555053,0.4910959,0.7420509,0.64422745,0.22759598,0.48043522,0.73785675,0.5229832,0.63347656,0.5893206,0.44858617,0.6999767,0.3583653,0.7744972,0.56069833,0.6139709,0.6894694,0.428816,0.40466437,0.62231785,0.6075002,0.7018519,0.41312143,0.8244031,0.40737304,0.32671398,0.7921839,0.4115783,0.5735714,0.58185977,0.6140003,0.33660656,0.49321872,0.26293033,0.5689162,0.16826937,0.5845617,0.70678955,0.44025707,0.74063146,0.8014097,0.668693,0.37873387,0.7456569,0.5491834,0.37885702,0.36276695,0.58533657,0.44765073,0.79878217,0.25198427,0.36805454,0.4420834,0.52756226,0.38429984,0.5714701,0.4779669,0.54610074,0.5417089,0.41537896,0.73327196,0.7461877,0.73231786,0.44767925,0.61586183,0.5316536,0.49186245,0.3917131,0.4528605,0.6552301,0.39371565,0.46245545,0.5323841,0.7883609,0.63283205,0.5127411,0.7206796,0.26080725,0.34405267,0.53571683,0.7966958,1.0000001,0.34760132,0.595551,0.33661398,0.4398771,0.7769056,0.39664686,0.53274477,0.2668166,0.4623542,0.5134294,0.508243,0.38794574,0.84305793
Dark Willow,0.38013163,0.38063318,0.84353286,0.300237,0.6224821,0.4094378,0.50808406,0.38044968,0.65968037,0.33743668,0.42783278,0.2964893,0.39272395,0.4463589,0.43618992,0.41124842,0.43057925,0.36985075,0.4373913,0.79254293,0.5164202,0.4961277,0.37980455,0.41620347,0.94294417,0.8987258,0.41952765,0.31520066,0.77888817,0.6617287,0.3239277,0.400543,0.38658926,0.4563398,0.49095577,0.68259656,0.21601145,0.47567755,0.679027,0.31436235,0.40015957,0.36350527,0.42196524,0.6985759,0.33209252,0.4547753,0.38830337,0.34440005,0.540855,0.537044,0.47142568,0.5197843,0.3594707,0.4490414,0.5894024,0.20509692,0.6125162,0.47991592,0.32279658,0.20511495,0.5099162,0.5654998,0.6912989,0.50060654,0.59924316,0.36789694,0.6274156,0.20625772,0.32097024,0.3820847,0.526254,0.3267184,0.529962,0.65168715,0.5120336,0.2718361,0.24769646,0.85753626,0.41693357,0.3000485,0.29756686,0.4594726,0.5775341,0.44501832,0.8440251,0.684503,0.73320585,0.0697502,0.3948175,0.6910026,0.51510745,0.31002328,0.3842311,0.39832053,0.24629182,0.3316784,0.24821821,0.36819366,0.3947816,0.8322389,0.33242482,0.44777602,0.28237772,0.8066244,0.43938202,0.45798516,0.29615664,0.3172603,0.72906893,0.70905286,0.7548893,0.48161963,0.34760132,1.0,0.33690912,0.90750134,0.88752705,0.39807457,0.5870275,0.35769767,0.7637594,0.32291043,0.40369785,0.26243648,0.58484435,0.42148438
Pangolier,0.5913738,0.6714509,0.41290396,0.60284764,0.38025495,0.49379274,0.73265415,0.46529028,0.39771864,0.5773726,0.5602704,0.48142207,0.85440457,0.4375367,0.7057039,0.8520679,0.8629711,0.38914785,0.5705567,0.44785118,0.5280535,0.5518813,0.89665234,0.60190684,0.35208255,0.27014035,0.7841801,0.6948739,0.37846732,0.28326595,0.5554267,0.6375951,0.46741328,0.5425204,0.8259895,0.2563085,0.7874858,0.8400724,0.53557885,0.51305014,0.61945313,0.7346439,0.44705704,0.37660304,0.6004026,0.7877134,0.47354525,0.7712412,0.60250056,0.4160194,0.6962918,0.38389924,0.50110453,0.675919,0.4589588,0.5453797,0.40706265,0.87903136,0.6043613,0.8106009,0.53642535,0.29652566,0.31541634,0.60563916,0.4222731,0.51561296,0.1435219,0.7334805,0.510878,0.47587773,0.33295786,0.58135265,0.7732879,0.3157856,0.81937045,0.78733706,0.7003229,0.42324105,0.75286466,0.5577525,0.739871,0.38204163,0.43221208,0.49625883,0.46833503,0.3748638,0.4637348,0.2308279,0.51788515,0.44079918,0.7070506,0.3762464,0.5541652,0.5217271,0.70352244,0.7442569,0.88820523,0.6988456,0.45282692,0.3571419,0.4084895,0.4347781,0.6547071,0.44307512,0.868989,0.6739944,0.75942355,0.50333446,0.37175605,0.3615401,0.5241684,0.68553495,0.595551,0.33690912,0.9999999,0.34358573,0.44551602,0.8572466,0.49077746,0.78883016,0.19066253,0.6275724,0.4229162,0.8749634,0.11443984,0.5356007
Grimstroke,0.33877432,0.3943823,0.8057312,0.24926022,0.58278066,0.33226436,0.5362398,0.29691938,0.6739325,0.32139918,0.4417353,0.2326494,0.4115773,0.4319924,0.52057457,0.4358704,0.39757517,0.33541757,0.43203992,0.85927624,0.48857757,0.48807156,0.42384312,0.46059912,0.85194546,0.77395785,0.49655247,0.3668948,0.8004822,0.6566204,0.21423908,0.4507999,0.4224128,0.4773143,0.5441728,0.74460286,0.23113713,0.50084007,0.7032119,0.2503772,0.4078103,0.40907347,0.4028204,0.8163431,0.3932369,0.55003375,0.32017577,0.3676097,0.6404697,0.47182614,0.4642609,0.60491425,0.30953962,0.5015237,0.6422362,0.29690763,0.68568146,0.5073921,0.38166487,0.2264066,0.45798725,0.53886545,0.7131085,0.42408258,0.69793856,0.3553872,0.7236206,0.25576276,0.2440767,0.41303074,0.55201155,0.3067101,0.579436,0.64539444,0.54864216,0.31605032,0.34574425,0.8199106,0.4560715,0.29569587,0.33930483,0.48837847,0.5898433,0.5310117,0.7367695,0.64415896,0.6425423,-0.011542403,0.5016571,0.7316037,0.5501415,0.20256245,0.33653685,0.35891363,0.29668632,0.42841086,0.29676968,0.4462318,0.3068802,0.81434494,0.43661344,0.55062485,0.27209103,0.7676789,0.39948666,0.5203422,0.3002127,0.26862818,0.8758888,0.7523959,0.7646586,0.55875087,0.33661398,0.90750134,0.34358573,1.0,0.80443496,0.38928148,0.5327991,0.38485074,0.66147023,0.44627053,0.34557372,0.31593463,0.4897172,0.4503002
Hoodwink,0.45390454,0.33157146,0.78927493,0.3348505,0.6291001,0.43068653,0.5812236,0.37997213,0.8207104,0.3868344,0.4921307,0.27419448,0.47001514,0.51082605,0.55093104,0.4939241,0.47646528,0.39140615,0.58551323,0.7707315,0.61598325,0.56541556,0.42858064,0.4930078,0.9144895,0.783193,0.4937753,0.31532928,0.74337506,0.61816883,0.4265763,0.53148746,0.41841143,0.557366,0.4872782,0.6098333,0.2618172,0.5146346,0.6923485,0.3211379,0.30569333,0.55391103,0.3965803,0.66401976,0.3591574,0.575734,0.40364087,0.5013899,0.5357971,0.5720663,0.5887886,0.5486874,0.3781419,0.46400928,0.5893221,0.32512894,0.6972615,0.5139206,0.31116158,0.38311198,0.5451755,0.53227526,0.66228867,0.6935383,0.64439136,0.30288675,0.49876416,0.31971458,0.36103523,0.32581738,0.57283056,0.40370676,0.57069236,0.6516417,0.5759831,0.3307706,0.29290208,0.8729721,0.4505392,0.25092435,0.4282081,0.46203777,0.5554759,0.5030954,0.9075754,0.7239386,0.74225086,0.103028886,0.5291959,0.7093501,0.54709834,0.33431152,0.40372524,0.45347458,0.2989037,0.38876218,0.41233718,0.30864683,0.44777745,0.776664,0.4104776,0.5222227,0.24534018,0.84269625,0.5389059,0.51778954,0.33987835,0.33882675,0.737581,0.63418037,0.82818526,0.54019004,0.4398771,0.88752705,0.44551602,0.80443496,0.9999999,0.4380361,0.7788045,0.44378754,0.69225025,0.3206174,0.4898165,0.3802879,0.38806438,0.43852076
Void Spirit,0.6985508,0.6101639,0.46132097,0.6754211,0.42627272,0.62674075,0.747662,0.6108791,0.4798183,0.70856947,0.7957662,0.6123878,0.9126831,0.52266437,0.67365927,0.69949365,0.9530582,0.49859542,0.66094095,0.45605683,0.5961125,0.63522184,0.7627953,0.7886738,0.4266547,0.35968038,0.67084837,0.59036356,0.51472116,0.42453158,0.64173,0.5007432,0.6221181,0.73276776,0.8432832,0.30977002,0.6535323,0.93294466,0.61520505,0.5249665,0.57272357,0.61633736,0.54727525,0.54778594,0.79293996,0.7564232,0.56965697,0.7257211,0.5653714,0.46595344,0.79316616,0.3870156,0.58153284,0.5448612,0.65842336,0.5517793,0.4890734,0.9249118,0.5021892,0.7076583,0.666979,0.4173181,0.39918897,0.6393672,0.4419016,0.55449694,0.25556,0.632092,0.5948056,0.5614137,0.47310323,0.681198,0.85696024,0.41829926,0.90741324,0.674014,0.5294209,0.47582358,0.7403326,0.47958407,0.84575415,0.339553,0.46851152,0.49533373,0.51586556,0.43781462,0.60232383,0.31444418,0.62048894,0.47579846,0.5983345,0.5499417,0.62089974,0.61457485,0.5566189,0.69747806,0.76065516,0.5571998,0.45802018,0.47813717,0.40028334,0.4795451,0.6511477,0.55799043,0.9557049,0.6668555,0.65861505,0.5175176,0.37845024,0.4704371,0.59167033,0.8794452,0.7769056,0.39807457,0.8572466,0.38928148,0.4380361,1.0000001,0.48695695,0.6658882,0.2654137,0.5160413,0.4348012,0.720646,0.33207834,0.7519518
Snapfire,0.39251885,0.3262601,0.5620768,0.33775496,0.49204558,0.41784173,0.5538873,0.2979944,0.80057204,0.2853642,0.43199605,0.22202837,0.45327878,0.5439929,0.47839275,0.4593421,0.4740662,0.2529187,0.5112762,0.5947828,0.73365325,0.7291195,0.35630667,0.5001564,0.61504614,0.46997517,0.42984238,0.33222458,0.7116971,0.6045777,0.5688586,0.58365977,0.6144135,0.57985187,0.49079078,0.4855609,0.30521363,0.5719197,0.69282156,0.21719384,0.16421182,0.79091334,0.27801383,0.61863405,0.2362103,0.71478564,0.23735523,0.4345799,0.63258946,0.3705244,0.7247102,0.50935316,0.20948155,0.48517942,0.5877406,0.4371601,0.6060083,0.52145797,0.3417137,0.50656176,0.56523,0.49127042,0.5595043,0.8494129,0.50912976,0.13743652,0.32753178,0.36706907,0.2610219,0.38134354,0.44313723,0.32001168,0.63232523,0.6171216,0.6258832,0.37094715,0.29840395,0.55789334,0.40824568,0.14178273,0.3901086,0.3261194,0.48881733,0.5002242,0.7381352,0.61681795,0.62697333,0.13129762,0.6769238,0.61006695,0.62661916,0.37979835,0.3410375,0.35328737,0.27942428,0.45671892,0.4692563,0.14888524,0.33069575,0.69615144,0.3702279,0.41775164,0.38178647,0.67106223,0.5911256,0.5236764,0.37893504,0.2206184,0.5967364,0.5634477,0.83931184,0.5110553,0.39664686,0.5870275,0.49077746,0.5327991,0.7788045,0.48695695,1.0,0.45029855,0.41546172,0.40876475,0.4267191,0.5140849,0.33586293,0.37688679
Mars,0.5904127,0.9346089,0.48958558,0.5665091,0.4506518,0.45912063,0.7336449,0.46086657,0.42532757,0.48896354,0.5122104,0.44058308,0.63032705,0.63764316,0.6989221,0.9141489,0.6401939,0.4336495,0.5788763,0.5795227,0.5884789,0.4449606,0.81313163,0.48165965,0.42270568,0.37748042,0.9389571,0.94654304,0.49719158,0.3691573,0.5667987,0.8338329,0.41900182,0.49163565,0.68387586,0.39214563,0.9440898,0.66135776,0.7077226,0.5127871,0.6750791,0.705593,0.44989526,0.3968448,0.5034973,0.7811568,0.42035854,0.81401974,0.5352076,0.5130285,0.5595651,0.44871372,0.4631712,0.85696477,0.45891175,0.687163,0.46815524,0.75263464,0.9037819,0.84178436,0.659309,0.36468887,0.4647436,0.5209819,0.48902616,0.4436624,0.3091413,0.9448668,0.4806884,0.6612976,0.40211338,0.6067764,0.60973907,0.41087276,0.6831995,0.9316783,0.9147759,0.40428975,0.7244738,0.6168645,0.6671848,0.37131083,0.5827825,0.59952796,0.4231318,0.46202418,0.59622943,0.26189584,0.44926152,0.51910096,0.8026357,0.37440282,0.5432528,0.5080714,0.9378654,0.9253592,0.89926535,0.85404384,0.45324406,0.2871808,0.6662688,0.63652295,0.8512503,0.43519846,0.6947728,0.59311473,0.9637948,0.47079593,0.4379682,0.46513525,0.6145676,0.60436463,0.53274477,0.35769767,0.78883016,0.38485074,0.44378754,0.6658882,0.45029855,1.0000001,0.25705275,0.8832232,0.56278515,0.8346389,0.117115416,0.64530486
Ringmaster,0.3273698,0.26295593,0.7636406,0.18937422,0.5848744,0.36185852,0.39461708,0.35475644,0.5567014,0.27743232,0.3601097,0.2659227,0.3203921,0.37420413,0.31215698,0.30819744,0.3635742,0.3748622,0.38611785,0.6115228,0.4557176,0.46416068,0.23986839,0.2937391,0.7935304,0.907113,0.33580855,0.24243823,0.6503462,0.5182935,0.20490734,0.29588348,0.5651267,0.43208995,0.29191506,0.73540014,0.10940526,0.41331336,0.54551154,0.22063972,0.2784748,0.28661022,0.38507548,0.47473514,0.32560435,0.2441354,0.286449,0.24004391,0.4153319,0.5266549,0.47426704,0.41924194,0.3495379,0.35157755,0.3464017,0.21419142,0.47482777,0.32032612,0.30726308,-0.008098504,0.4481067,0.44099206,0.7699908,0.36278376,0.5365767,0.2090786,0.7129037,0.050291393,0.32979268,0.19540474,0.44050127,0.13046932,0.3322737,0.7457513,0.42507848,0.09727841,0.12489096,0.70887977,0.12480252,0.1482077,0.2582137,0.2936103,0.57413006,0.45466894,0.6980836,0.6364116,0.54490626,0.123717144,0.37051573,0.51574403,0.19271521,0.2831141,0.29564634,0.35172856,0.11777822,0.208314,0.13874769,0.2031177,0.42002913,0.61097956,0.38859054,0.5592531,0.09951382,0.6136163,0.38950378,0.17820416,0.17413007,0.30665776,0.6062165,0.6056217,0.62457645,0.3841949,0.2668166,0.7637594,0.19066253,0.66147023,0.69225025,0.2654137,0.41546172,0.25705275,1.0,0.14905542,0.4249847,0.014292079,0.39851084,0.438329
Dawnbreaker,0.50234437,0.87381506,0.40877134,0.49758345,0.3030981,0.43802363,0.66245943,0.3977316,0.3897993,0.38466477,0.4027684,0.3979832,0.49200734,0.6289937,0.5844437,0.7951762,0.45767906,0.4090343,0.48804587,0.57514596,0.44330332,0.41824034,0.6679991,0.41968894,0.30315077,0.28419417,0.8367126,0.90453684,0.5264943,0.3381398,0.5496779,0.7883941,0.39954704,0.44190666,0.6103628,0.3934339,0.8479838,0.5684171,0.6623894,0.4683371,0.6648731,0.65931076,0.46171403,0.4100866,0.3933262,0.7650936,0.31885117,0.61802953,0.61314076,0.4238714,0.4622369,0.55045044,0.386126,0.8322448,0.5135894,0.62155133,0.4085181,0.64161235,0.9097737,0.71789616,0.5869953,0.42089835,0.43118253,0.3992564,0.40386388,0.4696147,0.30491003,0.8490039,0.40867403,0.6592898,0.41472954,0.5170999,0.59337276,0.3830071,0.6065809,0.8741966,0.88078535,0.25935888,0.6592578,0.5700852,0.49915347,0.40784353,0.5553271,0.5969862,0.3177901,0.36848274,0.526372,0.2753944,0.4494943,0.5385174,0.81252396,0.36063048,0.44643915,0.44415906,0.85246843,0.8486965,0.69774467,0.8357246,0.39005852,0.34333995,0.68840253,0.56738526,0.8103923,0.31889832,0.5311696,0.62878275,0.86825496,0.4199134,0.48562887,0.44920176,0.5496963,0.52676654,0.4623542,0.32291043,0.6275724,0.44627053,0.3206174,0.5160413,0.40876475,0.8832232,0.14905542,1.0,0.5194414,0.7577514,0.19057626,0.57337934
Marci,0.5827164,0.46123552,0.5417337,0.5048921,0.38590333,0.41747457,0.5717013,0.4999799,0.37851474,0.30224422,0.32388037,0.44702274,0.35896543,0.8224769,0.43759143,0.47400677,0.4214625,0.61409354,0.605383,0.62201,0.40181392,0.48136356,0.38225225,0.27665073,0.51438695,0.48675808,0.58659095,0.46494752,0.6307515,0.34247988,0.633929,0.43014094,0.3729701,0.4484692,0.37195137,0.34567097,0.39217848,0.3944864,0.56494087,0.5195793,0.42484874,0.40238768,0.4306205,0.22818777,0.27246338,0.4977849,0.36899963,0.4752953,0.32696187,0.7514496,0.55881333,0.4117902,0.4561849,0.37169012,0.39243385,0.66893804,0.36190727,0.41078168,0.5732162,0.46083525,0.65384364,0.4449404,0.4281343,0.531969,0.3867203,0.36477432,0.18922657,0.48375434,0.50104606,0.49529454,0.5617601,0.538002,0.4528592,0.36740264,0.5109885,0.47100666,0.4623536,0.3961207,0.40306193,0.4936342,0.50731957,0.48519698,0.6464293,0.5887936,0.44879106,0.44884408,0.6611014,0.52914315,0.2351145,0.34221438,0.3858973,0.59236795,0.3905355,0.5194325,0.47437721,0.434057,0.4057361,0.45794317,0.72513586,0.36852956,0.71984506,0.6755053,0.43868592,0.46545908,0.5149888,0.50932926,0.48472387,0.39015657,0.3497653,0.3650141,0.5864578,0.48391956,0.5134294,0.40369785,0.4229162,0.34557372,0.4898165,0.4348012,0.4267191,0.56278515,0.4249847,0.5194414,0.99999994,0.42530075,0.23775308,0.48725733
Primal Beast,0.4954846,0.7259521,0.36620772,0.50247675,0.3014114,0.37994236,0.7624869,0.34969723,0.29446217,0.4241978,0.42009187,0.4001836,0.6829904,0.502576,0.6022918,0.8223563,0.6612839,0.34596595,0.59863764,0.48501596,0.49990907,0.50732744,0.9046389,0.49419752,0.26676667,0.15950425,0.8316185,0.79371816,0.40555966,0.29882905,0.64947623,0.6251279,0.41321835,0.41457382,0.76533705,0.26175624,0.7834769,0.66404194,0.50793844,0.5027652,0.6184909,0.71089655,0.40556824,0.38421828,0.45356473,0.77528757,0.35718045,0.73780733,0.6428219,0.42059276,0.59740436,0.41795295,0.39038342,0.64560044,0.47709435,0.58978033,0.35382226,0.77198684,0.72107357,0.802045,0.5815112,0.3656349,0.30271152,0.56020176,0.37260985,0.45281014,0.17497393,0.7858096,0.39162692,0.6965769,0.3095105,0.530315,0.72170526,0.24428992,0.7225537,0.78587854,0.8219704,0.29176518,0.7469423,0.5964184,0.621651,0.4560927,0.44332343,0.48828328,0.3556235,0.30183792,0.5074107,0.19924745,0.51452184,0.4930686,0.71293205,0.36941248,0.41152173,0.44421664,0.8170257,0.8325528,0.83757573,0.6938411,0.48471454,0.29181638,0.43342364,0.46432805,0.7493988,0.3259721,0.7295642,0.7640799,0.78366345,0.3592979,0.3469839,0.36269087,0.52612114,0.58640164,0.508243,0.26243648,0.8749634,0.31593463,0.3802879,0.720646,0.5140849,0.8346389,0.014292079,0.7577514,0.42530075,1.0,0.1265354,0.48613358
Muerta,0.4398724,0.19184674,0.45458242,0.34773618,0.14752986,0.53468823,0.28521723,0.4642769,0.25201294,0.43156165,0.36487588,0.4838757,0.2992677,0.3632443,0.3079576,0.15243928,0.33606946,0.52867323,0.26748207,0.4138611,0.49516672,0.4746413,0.19044517,0.39332905,0.46645775,0.48047066,0.17278485,0.15008372,0.45706272,0.2373767,0.2856677,0.15220313,0.45561257,0.45480645,0.34355146,0.31064516,0.020344717,0.35578227,0.3203042,0.4362763,0.3511963,0.15351835,0.53711337,0.37755522,0.3532417,0.3159495,0.5199194,0.12571059,0.43552443,0.036025707,0.45191076,0.5019324,0.43386766,0.2273175,0.6697193,0.08370148,0.09337176,0.40165716,0.2612763,-0.0011765192,0.2561883,0.8172293,0.26146993,0.33105806,0.1871166,0.43006855,0.33335033,0.08863415,0.42433724,0.21815456,0.6557051,0.39244485,0.48453754,0.20248547,0.40077683,0.09763599,0.12694986,0.3720617,0.3279221,0.30690017,0.24136753,-0.001022121,0.21361789,-0.06609121,0.3246299,0.14333022,0.39481357,0.3781327,0.3217476,0.38924387,0.34175423,0.6148457,0.46750978,0.498845,0.1099171,0.19904156,0.0058884146,0.26887193,0.03603832,0.43194982,0.22077611,0.0552645,0.18274142,0.33769295,0.290237,0.27230388,0.13725783,0.4195753,0.33206823,0.29622748,0.475762,0.4411687,0.38794574,0.58484435,0.11443984,0.4897172,0.38806438,0.33207834,0.33586293,0.117115416,0.39851084,0.19057626,0.23775308,0.1265354,0.99999994,0.4110775
Kez,0.8236722,0.6372126,0.5511836,0.6982581,0.51159036,0.7604366,0.741706,0.7813014,0.53849256,0.798237,0.83743143,0.7412892,0.6536565,0.6848266,0.63341266,0.6548028,0.66342247,0.75781107,0.71609193,0.57794964,0.6616211,0.5676387,0.61284786,0.7560003,0.4980771,0.5076153,0.6673906,0.5920816,0.61193174,0.49822766,0.66238123,0.48496965,0.65582097,0.8021362,0.7072699,0.5365805,0.5426176,0.75890106,0.689935,0.6564353,0.70486593,0.4585984,0.7793145,0.5344822,0.84444535,0.5970496,0.6883248,0.74226105,0.5403398,0.5164424,0.5873069,0.5469721,0.7455578,0.49520585,0.77012354,0.60510004,0.48512197,0.78913355,0.59335303,0.5684806,0.6391944,0.6701568,0.59428686,0.39575562,0.46976197,0.6345542,0.49700227,0.6131334,0.7379373,0.5560529,0.70368904,0.7915639,0.6768853,0.5429504,0.7481525,0.61912054,0.48110297,0.46037206,0.68912655,0.5878565,0.82278335,0.32765317,0.63276124,0.52170664,0.4846106,0.51804626,0.6714797,0.4914012,0.55638975,0.67903626,0.47181177,0.6633073,0.7340754,0.7740322,0.5522935,0.7271813,0.5867343,0.58599424,0.39887148,0.43792722,0.71006733,0.59793764,0.5963485,0.4934125,0.73175627,0.5734957,0.59114987,0.6883123,0.47343072,0.56651795,0.6458954,0.8414067,0.84305793,0.42148438,0.5356007,0.4503002,0.43852076,0.7519518,0.37688679,0.64530486,0.438329,0.57337934,0.48725733,0.48613358,0.4110775,0.99999994
